row_idx,sentence,gold_tags,pred_tags
74,बुटवल उपमहानगरपालिका ले रूपन्देही मा सरसफाइ अभियान सुरु गर्याको छ ।,"['PROPN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
75,त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल मा कतार एयरवेज को उडान अवतरण गर्याको छ ।,"['PROPN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
76,नेपाल राष्ट्र बैंक का गभर्नर महाप्रसाद अधिकारी ले काठमाडौँ मा पत्रकार सम्मेलन गर्याको छन् ।,"['PROPN', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'AUX', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
77,सुष्मा आज विराटनगर जनालाग्यकी छ ।,"['PROPN', 'ADV', 'PROPN', 'ADJ', 'AUX', 'PUNCT']","['PROPN', 'ADV', 'PROPN', 'NOUN', 'AUX', 'PUNCT']"
78,दीपक ले काठमाडौं मा नयाँ अपार्टमेन्ट भाडा मा लियाको छ ।,"['PROPN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'VERB', 'AUX', 'PUNCT']"
79,अञ्जना भोलि पोखरा घुम्न जान्या योजना बनाउन लाग्यकी छ ।,"['PROPN', 'ADV', 'PROPN', 'VERB', 'VERB', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'ADV', 'PROPN', 'VERB', 'AUX', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
80,रोहन ले नेपाल एयरलाइन्स बाट टिकट किन्याको छ ।,"['PROPN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
81,प्रिया आज ललितपुर मा बस्छ ।,"['PROPN', 'ADV', 'PROPN', 'ADP', 'VERB', 'PUNCT']","['PROPN', 'ADV', 'PROPN', 'ADP', 'VERB', 'PUNCT']"
82,सुजन को कार्यालय त्रिभुवन विश्वविद्यालय छ ।,"['PROPN', 'ADP', 'NOUN', 'PROPN', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'AUX', 'PUNCT']"
83,राजेश ले एनसेल को नौलो सिम किन्यो ।,"['PROPN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['PROPN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'PUNCT']"
84,पूजा नाम्चे बजार घुम्नु गयाको छ ।,"['PROPN', 'PROPN', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
85,अयान हेटौँडा मा भेटिन्या हो ।,"['PROPN', 'PROPN', 'ADP', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'ADP', 'VERB', 'AUX', 'PUNCT']"
86,निशा सगरमाथा क्षेत्र भ्रमण मा छ ।,"['PROPN', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']"
87,अर्जुन ले लुम्बिनी मा नौलो रिसोर्ट बुक गर्याको छ ।,"['PROPN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
88,मीरा भैरहवा मा नौलो स्कूल मा भर्ना भयाकी छ ।,"['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'VERB', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'VERB', 'AUX', 'AUX', 'PUNCT']"
89,कबिर बुटवल बाटी घर आउन लाग्या छ ।,"['PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
90,सृष्टि पोखरा मा नौलो कलेज को भुमघाममा छ ।,"['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'AUX', 'PUNCT']"
91,निशान्त ले काठमाडौं मा भेट्न्या समय तोक्याको छ ।,"['PROPN', 'ADP', 'PROPN', 'ADP', 'VERB', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'ADP', 'PROPN', 'ADP', 'VERB', 'NOUN', 'AUX', 'AUX', 'PUNCT']"
92,प्रज्ञा चितवन मा साथीहरू सित भेट्छ ।,"['PROPN', 'PROPN', 'ADP', 'NOUN', 'ADP', 'VERB', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'NOUN', 'ADV', 'VERB', 'PUNCT']"
93,राजु एभरेस्ट बेस क्याम्प जान्या तरखर मा छ ।,"['PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADP', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADP', 'AUX', 'PUNCT']"
94,कविता कास्की मा नौलो होटेल जाँच गर्न गइ ।,"['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'PUNCT']","['NOUN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']"
95,अमित रानी को अफिस नेपाल बैंक मा छ ।,"['PROPN', 'PROPN', 'ADP', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'AUX', 'PUNCT']"
96,सुमन धरान मा मेडिकल सेन्टर जनुलाग्या छ ।,"['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
97,राष्ट्रपति रामचन्द्र पौडेल ले नौलो आर्थिक नीति सार्वजनिक गर्याको छ ।,"['PROPN', 'PROPN', 'PROPN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'PROPN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'AUX', 'PUNCT']"
98,प्रधानमन्त्री पुष्पकमल दाहाल ले आपतकालीन बैठक डाक्याको छ ।,"['NOUN', 'PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'PROPN', 'AUX', 'PUNCT']"
99,प्रतिनिधिसभा मा १५ फेब्रुअरी मा नौलो शिक्षा विधेयक पारित भयो ।,"['NOUN', 'ADP', 'NUM', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'ADP', 'NUM', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
100,नेपाली कांग्रेस ले आउन्या स्थानीय चुनाव का लागि रणनीति तयार गर्याको छ ।,"['ADJ', 'PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADP', 'NOUN', 'ADJ', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADP', 'NOUN', 'ADJ', 'VERB', 'AUX', 'PUNCT']"
101,संघीय संसद ले स्वास्थ्य सेवा सुधार को योजना अनुमोदन गर्याको छ ।,"['ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
102,नेपाल प्रहरी ले काठमाडौं मा ट्राफिक सुधार अभियान सुरु गर्याको छ ।,"['PROPN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
103,शिक्षा मन्त्रालय ले नयाँ पाठ्यक्रम लागू गर्न्या घोषणा गर्याको छ ।,"['NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
104,राष्ट्रिय योजना आयोग ले बजेट व्यवस्थापन को रिपोर्ट सार्वजनिक गर्याको छ ।,"['ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'AUX', 'PUNCT']","['ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'AUX', 'PUNCT']"
105,सगरमाथा राष्ट्रिय निकुञ्ज मा नौलो पर्यटक सुविधा निर्माण गर्याको छ ।,"['PROPN', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
106,बुटवल मा नौलो जलविद्युत आयोजना उद्घाटन भयो ।,"['PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
107,भारतीय दूतावास ले काठमाडौं मा नौलो कार्यक्रम आयोजना गर्याको छ ।,"['ADJ', 'NOUN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
108,राष्ट्रियसभा सदस्यहरू सँग सोमबार विशेष बैठक आयोजना गर्यो ।,"['NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
109,स्वास्थ्य मन्त्रालय ले २० फेब्रुअरी देखि खोप कार्यक्रम सुरु गर्न्या निर्णय गर्यको छ ।,"['NOUN', 'NOUN', 'ADP', 'NUM', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'VERB', 'AUX', 'AUX', 'PUNCT']"
110,नेपाल विद्युत प्राधिकरण ले नौलो सबस्टेशन निर्माण गर्यो ।,"['PROPN', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['PROPN', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
111,काठमाडौं महानगरपालिका ले सडक मर्मतकार्य सुरु गर्याको छ ।,"['PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
112,प्रहरी प्रधान कार्यालय ले सुरक्षा मा कडा कदम चलन्या जनाएको छ ।,"['NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
113,राष्ट्रिय खेलकुद परिष द्ले नौलो खेलकुद नीति लागू गर्यको छ ।,"['ADJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
114,पोखरा मा नौलो अन्तर्राष्ट्रिय सम्मेलन आयोजना गरियो ।,"['PROPN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['PROPN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
115,जिल्ला प्रशासन कार्यालय काठमाडौं ले निषेधाज्ञा थप गर्याको छ ।,"['NOUN', 'NOUN', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'NOUN', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'AUX', 'PUNCT']"
116,सिन्धुपाल्चोक मा नौलो पुल निर्माण सम्पन्न भयाको छ ।,"['PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'AUX', 'AUX', 'PUNCT']"
117,अन्जली हेटौँडा को पर्यटन स्थल भ्रमण मा छ ।,"['PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']"
118,विकाश वीरगन्ज मा नौलो शाखा खोल्न्या छ ।,"['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
119,रोशनी झापा मा साथी भेट्न गइ ।,"['PROPN', 'PROPN', 'ADP', 'NOUN', 'VERB', 'VERB', 'PUNCT']","['NOUN', 'PROPN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
120,अर्पण ले बागमती प्रदेश को राजधानी भ्रमण गर्दैछ ।,"['PROPN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['NOUN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
121,माया धनगढी बजार मा किनमेल गर्दै छ ।,"['PROPN', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
122,सञ्जय पोखरा मा नौलो रेस्टुरेन्ट हेर्न गयाको छ ।,"['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'AUX', 'PUNCT']"
123,राधिका नेपालगञ्ज मा साथी भेट्न गइ ।,"['PROPN', 'PROPN', 'ADP', 'NOUN', 'VERB', 'VERB', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
124,विवेक बिराटनगर बाट हिँड्दैछ ।,"['PROPN', 'PROPN', 'ADP', 'VERB', 'PUNCT']","['NOUN', 'PROPN', 'ADP', 'VERB', 'PUNCT']"
125,कविता बर्दिया राष्ट्रिय निकुञ्ज भ्रमण मा छ ।,"['PROPN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']"
126,अजय पाटन दरबार स्क्वायर जाँदैछ ।,"['PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'PUNCT']"
127,सीमा काठमाडौँ को भृकुटीमण्डप मा छ ।,"['PROPN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'AUX', 'PUNCT']"
128,दीपक एभरेस्ट हाइकिङ मा सहभागी छ ।,"['PROPN', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'AUX', 'PUNCT']"
129,मीरा जनकपुरधाम को सांस्कृतिक ठौर भ्रमण मा छ ।,"['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']"
130,सुषान्त बागलुङ को कालिका मन्दिर मा दर्शन गर्दैछ ।,"['PROPN', 'PROPN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'AUX', 'PUNCT']"
131,रुविना विराटनगर को व्यापारिक केन्द्र मा भेटिन्छ ।,"['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'VERB', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'VERB', 'PUNCT']"
132,मनिष सर्लाही जिल्ला मा नयाँ स्कूल भ्रमण गर्दैछ ।,"['PROPN', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['PROPN', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
133,अञ्जली ललितपुर कला सङ्ग्रहालय जाँदैछ ।,"['PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'PUNCT']"
134,किरण धरान को मेडिकल कलेज मा जाँच गर्न गयो ।,"['PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
135,सञ्जना हुम्ला जिल्ला भ्रमण मा छ ।,"['PROPN', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']"
136,डोल्पा नेपाल को दुर्गम हिमाली जिल्ला हो ।,"['PROPN', 'PROPN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'AUX', 'PUNCT']"
137,महेन्द्रनगर सुदूरपश्चिम प्रदेश को प्रमुख सहर हो ।,"['PROPN', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'AUX', 'PUNCT']"
138,पाथीभरा मन्दिर धार्मिक आस्था को केन्द्र मन्यको छ ।,"['PROPN', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'AUX', 'PUNCT']"
139,कञ्चनजंघा विश्व को तेस्रो अग्लो हिमाल हो ।,"['PROPN', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'NUM', 'ADJ', 'NOUN', 'AUX', 'PUNCT']"
140,धनगढी व्यापार गर्न्या तराई को निक्कै ठुलो ठौर हो ।,"['PROPN', 'NOUN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'VERB', 'NOUN', 'ADP', 'ADV', 'ADJ', 'NOUN', 'AUX', 'PUNCT']"
141,तिलिचो ताल हप्र हिमाल मा छ ।,"['PROPN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']","['NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'AUX', 'PUNCT']"
142,बैतडी धार्मिक तथा सांस्कृतिक परम्परा ले भर्याको छ ।,"['PROPN', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'AUX', 'PUNCT']"
143,कालीगण्डकी को घाट नेपाल को निक्कै मान्याको घाट मा एक हो ।,"['PROPN', 'ADP', 'NOUN', 'PROPN', 'ADP', 'ADJ', 'VERB', 'NOUN', 'ADP', 'NUM', 'AUX', 'PUNCT']","['PROPN', 'ADP', 'NOUN', 'PROPN', 'ADP', 'ADV', 'NOUN', 'NOUN', 'ADP', 'NUM', 'AUX', 'PUNCT']"
144,सुर्खेत कर्णाली प्रदेश पस्न्या दर मन्याको छ ।,"['PROPN', 'PROPN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'AUX', 'PUNCT']"
145,बागलुङ कालिका को थान धर्म का हिसाब ले निक्कै पुज्जया को ठौर हो ।,"['PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'VERB', 'ADP', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADV', 'VERB', 'ADP', 'NOUN', 'AUX', 'PUNCT']"
146,दार्चुला भारत र चीनसँग सिमाना जोड़याको जिल्ला हो ।,"['PROPN', 'PROPN', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'PROPN', 'CCONJ', 'ADP', 'NOUN', 'VERB', 'NOUN', 'AUX', 'PUNCT']"
147,फेवा ताल पोखरा को घुमनै पडन्या ठौर हो ।,"['PROPN', 'NOUN', 'PROPN', 'ADP', 'VERB', 'VERB', 'NOUN', 'AUX', 'PUNCT']","['NOUN', 'NOUN', 'PROPN', 'ADP', 'VERB', 'AUX', 'NOUN', 'AUX', 'PUNCT']"
148,रामेछाप पाहाड ले घेरेको जिल्ला हो ।,"['PROPN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'AUX', 'PUNCT']"
149,बाँके राष्ट्रिय निकुञ्ज जंगली जनावोर बचाउनका लागि निक्कै मानन्याको छ ।,"['PROPN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADJ', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADV', 'ADJ', 'AUX', 'PUNCT']"
150,मकालु हिमाल पूर्व मा पड्डो छ ।,"['PROPN', 'NOUN', 'NOUN', 'ADP', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'AUX', 'PUNCT']"
151,जुम्ला स्याउ फालाउन्य निक्कै ठाउँ हो ।,"['PROPN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'VERB', 'ADV', 'NOUN', 'AUX', 'PUNCT']"
152,काभ्रे जिल्ला ऐतिहासिक तथा प्राकृतिक हिसाब ले भर्र्याको ठौर छ ।,"['PROPN', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'AUX', 'PUNCT']"
153,बलेवा विमानस्थल बागलुङ मा पड्दो छ ।,"['PROPN', 'NOUN', 'PROPN', 'ADP', 'VERB', 'AUX', 'PUNCT']","['NOUN', 'PROPN', 'PROPN', 'ADP', 'VERB', 'AUX', 'PUNCT']"
154,खोटाङ पाहाड भरि फैल्या को जिल्ला हो ।,"['PROPN', 'NOUN', 'ADV', 'VERB', 'ADP', 'NOUN', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'AUX', 'PUNCT']"
155,ललितपुर कला र संस्कृति को मुख्या ठौर का रूपमा चिन्या छ ।,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
156,प्रधानमन्त्री कार्यालय ले आपतकालीन राहत योजना घोषणा गर्यो ।,"['NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
157,नेपाल लाइफ इन्स्योरेन्स ले नौलो बीमा योजना ल्याको छ ।,"['PROPN', 'PROPN', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']","['PROPN', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'AUX', 'PUNCT']"
