sentence_id,text,language,ground_truth,predicted,gt_entities,pred_entities
69,काठमाडौँ उपत्यका खानेपानी लिमिटेडले ललितपुरमा सेवा विस्तार गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""काठमाडौँ उपत्यका खानेपानी लिमिटेड"", ""type"": ""ORG""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""काठमाडौँ उपत्यका"", ""type"": ""LOC""}, {""text"": ""खानेपानी लिमिटेड"", ""type"": ""ORG""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'काठमाडौँ उपत्यका खानेपानी लिमिटेड', 'type': 'ORG'}, {'text': 'ललितपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'काठमाडौँ उपत्यका', 'type': 'LOC'}, {'text': 'खानेपानी लिमिटेड', 'type': 'ORG'}, {'text': 'ललितपुर', 'type': 'LOC'}]}"
70,सुदूरपश्चिम प्रदेश सरकारले धनगढीमा आपतकालीन बैठक बोलायाको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""सुदूरपश्चिम प्रदेश"", ""type"": ""LOC""}, {""text"": ""धनगढी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुदूरपश्चिम प्रदेश"", ""type"": ""ORG""}, {""text"": ""धनगढी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सुदूरपश्चिम प्रदेश', 'type': 'LOC'}, {'text': 'धनगढी', 'type': 'LOC'}]}","{'entities': [{'text': 'सुदूरपश्चिम प्रदेश', 'type': 'ORG'}, {'text': 'धनगढी', 'type': 'LOC'}]}"
71,नेपाल उद्योग वाणिज्य महासंघले पोखरामा आर्थिक सम्मेलन आयोजना गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाल उद्योग वाणिज्य महासंघ"", ""type"": ""ORG""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल उद्योग वाणिज्य महासंघ"", ""type"": ""ORG""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल उद्योग वाणिज्य महासंघ', 'type': 'ORG'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल उद्योग वाणिज्य महासंघ', 'type': 'ORG'}, {'text': 'पोखरा', 'type': 'LOC'}]}"
72,प्रधानमन्त्री पुष्पकमल दाहालले गोरखामा विकास परियोजनाको उद्घाटन गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""पुष्पकमल दाहाल"", ""type"": ""PER""}, {""text"": ""गोरखा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""पुष्पकमल दाहाल"", ""type"": ""PER""}, {""text"": ""गोरखा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'पुष्पकमल दाहाल', 'type': 'PER'}, {'text': 'गोरखा', 'type': 'LOC'}]}","{'entities': [{'text': 'पुष्पकमल दाहाल', 'type': 'PER'}, {'text': 'गोरखा', 'type': 'LOC'}]}"
73,नेपाली सेनाले सुर्खेतमा राहत सामग्री वितरण गर्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाली सेना"", ""type"": ""ORG""}, {""text"": ""सुर्खेत"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुर्खेत"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाली सेना', 'type': 'ORG'}, {'text': 'सुर्खेत', 'type': 'LOC'}]}","{'entities': [{'text': 'सुर्खेत', 'type': 'LOC'}]}"
74,विश्व स्वास्थ्य संगठनले नेपाललाई स्वास्थ्य सामग्री सहयोग गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""विश्व स्वास्थ्य संगठन"", ""type"": ""ORG""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""विश्व स्वास्थ्य संगठन"", ""type"": ""ORG""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'विश्व स्वास्थ्य संगठन', 'type': 'ORG'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'विश्व स्वास्थ्य संगठन', 'type': 'ORG'}, {'text': 'नेपाल', 'type': 'LOC'}]}"
75,कर्णाली प्रदेश सरकारले जुम्लामा कृषि कार्यक्रम सुरु गर्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""कर्णाली प्रदेश"", ""type"": ""LOC""}, {""text"": ""जुम्ला"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कर्णाली प्रदेश"", ""type"": ""LOC""}, {""text"": ""जुम्ला"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कर्णाली प्रदेश', 'type': 'LOC'}, {'text': 'जुम्ला', 'type': 'LOC'}]}","{'entities': [{'text': 'कर्णाली प्रदेश', 'type': 'LOC'}, {'text': 'जुम्ला', 'type': 'LOC'}]}"
76,नेपाल टेलिकमले भक्तपुरमा फाइबर सेवा विस्तार गर्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाल टेलिकम"", ""type"": ""ORG""}, {""text"": ""भक्तपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल टेलिकम"", ""type"": ""ORG""}, {""text"": ""भक्तपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल टेलिकम', 'type': 'ORG'}, {'text': 'भक्तपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल टेलिकम', 'type': 'ORG'}, {'text': 'भक्तपुर', 'type': 'LOC'}]}"
77,राष्ट्रिय स्वतन्त्र पार्टीले चितवनमा आमसभा आयोजना गर्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रिय स्वतन्त्र पार्टी"", ""type"": ""ORG""}, {""text"": ""चितवन"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""राष्ट्रिय स्वतन्त्र पार्टी"", ""type"": ""ORG""}, {""text"": ""चितवन"", ""type"": ""LOC""}]}","{'entities': [{'text': 'राष्ट्रिय स्वतन्त्र पार्टी', 'type': 'ORG'}, {'text': 'चितवन', 'type': 'LOC'}]}","{'entities': [{'text': 'राष्ट्रिय स्वतन्त्र पार्टी', 'type': 'ORG'}, {'text': 'चितवन', 'type': 'LOC'}]}"
78,बुटवल उपमहानगरपालिकाले रूपन्देहीमा सरसफाइ अभियान सुरु  गर्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""बुटवल उपमहानगरपालिका"", ""type"": ""ORG""}, {""text"": ""रूपन्देही"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बुटवल उपमहानगरपालिका"", ""type"": ""ORG""}, {""text"": ""रूपन्देही"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बुटवल उपमहानगरपालिका', 'type': 'ORG'}, {'text': 'रूपन्देही', 'type': 'LOC'}]}","{'entities': [{'text': 'बुटवल उपमहानगरपालिका', 'type': 'ORG'}, {'text': 'रूपन्देही', 'type': 'LOC'}]}"
79,त्रिभुवन अन्तर्राष्ट्रिय विमानस्थलमा कतार एयरवेजको उडान अवतरण गर्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल"", ""type"": ""LOC""}, {""text"": ""कतार एयरवेज"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल"", ""type"": ""LOC""}, {""text"": ""कतार एयरवेज"", ""type"": ""ORG""}]}","{'entities': [{'text': 'त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल', 'type': 'LOC'}, {'text': 'कतार एयरवेज', 'type': 'ORG'}]}","{'entities': [{'text': 'त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल', 'type': 'LOC'}, {'text': 'कतार एयरवेज', 'type': 'ORG'}]}"
80,नेपाल राष्ट्र बैंकका गभर्नर महाप्रसाद अधिकारीले काठमाडौँमा पत्रकार सम्मेलन गर्याको छन्।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाल राष्ट्र बैंक"", ""type"": ""ORG""}, {""text"": ""महाप्रसाद अधिकारी"", ""type"": ""PER""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल राष्ट्र बैंक"", ""type"": ""ORG""}, {""text"": ""महाप्रसाद अधिकारी"", ""type"": ""PER""}, {""text"": ""काठमाडौँ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल राष्ट्र बैंक', 'type': 'ORG'}, {'text': 'महाप्रसाद अधिकारी', 'type': 'PER'}, {'text': 'काठमाडौँ', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल राष्ट्र बैंक', 'type': 'ORG'}, {'text': 'महाप्रसाद अधिकारी', 'type': 'PER'}, {'text': 'काठमाडौँ', 'type': 'LOC'}]}"
81,सुष्मा आज विराटनगर जनालाग्यकी छ ।,Achhami Dialect,"{""entities"": [{""text"": ""सुष्मा"", ""type"": ""PER""}, {""text"": ""विराटनगर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुष्मा"", ""type"": ""PER""}, {""text"": ""विराटनगर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सुष्मा', 'type': 'PER'}, {'text': 'विराटनगर', 'type': 'LOC'}]}","{'entities': [{'text': 'सुष्मा', 'type': 'PER'}, {'text': 'विराटनगर', 'type': 'LOC'}]}"
82,दीपकले काठमाडौंमा नयाँ अपार्टमेन्ट भाडामा लियाको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""दीपक"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""दीपक"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{'entities': [{'text': 'दीपक', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}","{'entities': [{'text': 'दीपक', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}"
83,अञ्जना भोलि पोखरा घुम्न जान्या  योजना बनाउन लाग्यकी छ ।,Achhami Dialect,"{""entities"": [{""text"": ""अञ्जना"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अञ्जना"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अञ्जना', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'अञ्जना', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}]}"
84,रोहनले नेपाल एयरलाइन्सबाट टिकट किन्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""रोहन"", ""type"": ""PER""}, {""text"": ""नेपाल एयरलाइन्स"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""रोहन"", ""type"": ""PER""}, {""text"": ""नेपाल एयरलाइन्स"", ""type"": ""ORG""}]}","{'entities': [{'text': 'रोहन', 'type': 'PER'}, {'text': 'नेपाल एयरलाइन्स', 'type': 'ORG'}]}","{'entities': [{'text': 'रोहन', 'type': 'PER'}, {'text': 'नेपाल एयरलाइन्स', 'type': 'ORG'}]}"
85,प्रिया आज ललितपुरमा बस्छ ।,Achhami Dialect,"{""entities"": [{""text"": ""प्रिया"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""प्रिया"", ""type"": ""PER""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'प्रिया', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'प्रिया', 'type': 'PER'}, {'text': 'ललितपुर', 'type': 'LOC'}]}"
86,सुजनको कार्यालय त्रिभुवन विश्वविद्यालय छ।,Achhami Dialect,"{""entities"": [{""text"": ""सुजन"", ""type"": ""PER""}, {""text"": ""त्रिभुवन विश्वविद्यालय"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""सुजन"", ""type"": ""PER""}, {""text"": ""त्रिभुवन विश्वविद्यालय"", ""type"": ""ORG""}]}","{'entities': [{'text': 'सुजन', 'type': 'PER'}, {'text': 'त्रिभुवन विश्वविद्यालय', 'type': 'ORG'}]}","{'entities': [{'text': 'सुजन', 'type': 'PER'}, {'text': 'त्रिभुवन विश्वविद्यालय', 'type': 'ORG'}]}"
87,राजेशले एनसेलको नौलो  सिम किन्यो ।,Achhami Dialect,"{""entities"": [{""text"": ""राजेश"", ""type"": ""PER""}, {""text"": ""एनसेल"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""राजेश"", ""type"": ""PER""}, {""text"": ""एनसेल"", ""type"": ""ORG""}]}","{'entities': [{'text': 'राजेश', 'type': 'PER'}, {'text': 'एनसेल', 'type': 'ORG'}]}","{'entities': [{'text': 'राजेश', 'type': 'PER'}, {'text': 'एनसेल', 'type': 'ORG'}]}"
88,पूजा नाम्चे बजार घुम्नु  गयाको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""पूजा"", ""type"": ""PER""}, {""text"": ""नाम्चे बजार"", ""type"": ""LOC""}]}","{""entities"": []}","{'entities': [{'text': 'पूजा', 'type': 'PER'}, {'text': 'नाम्चे बजार', 'type': 'LOC'}]}",{'entities': []}
89,अयान हेटौँडामा भेटिन्या  हो ।,Achhami Dialect,"{""entities"": [{""text"": ""अयान"", ""type"": ""PER""}, {""text"": ""हेटौँडा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अयान"", ""type"": ""PER""}, {""text"": ""हेटौँडा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अयान', 'type': 'PER'}, {'text': 'हेटौँडा', 'type': 'LOC'}]}","{'entities': [{'text': 'अयान', 'type': 'PER'}, {'text': 'हेटौँडा', 'type': 'LOC'}]}"
90,निशा सगरमाथा क्षेत्र भ्रमणमा छ।,Achhami Dialect,"{""entities"": [{""text"": ""निशा"", ""type"": ""PER""}, {""text"": ""सगरमाथा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""निशा"", ""type"": ""PER""}, {""text"": ""सगरमाथा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'निशा', 'type': 'PER'}, {'text': 'सगरमाथा', 'type': 'LOC'}]}","{'entities': [{'text': 'निशा', 'type': 'PER'}, {'text': 'सगरमाथा', 'type': 'LOC'}]}"
91,अर्जुनले लुम्बिनीमा नौलो  रिसोर्ट बुक गर्या को  छ।,Achhami Dialect,"{""entities"": [{""text"": ""अर्जुन"", ""type"": ""PER""}, {""text"": ""लुम्बिनी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""अर्जुन"", ""type"": ""PER""}, {""text"": ""लुम्बिनी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'अर्जुन', 'type': 'PER'}, {'text': 'लुम्बिनी', 'type': 'LOC'}]}","{'entities': [{'text': 'अर्जुन', 'type': 'PER'}, {'text': 'लुम्बिनी', 'type': 'LOC'}]}"
92,मीरा भैरहवामा नौलो  स्कूलमा भर्ना भयाकी  छ।,Achhami Dialect,"{""entities"": [{""text"": ""मीरा"", ""type"": ""PER""}, {""text"": ""भैरहवा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मीरा"", ""type"": ""PER""}, {""text"": ""भैरहवा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मीरा', 'type': 'PER'}, {'text': 'भैरहवा', 'type': 'LOC'}]}","{'entities': [{'text': 'मीरा', 'type': 'PER'}, {'text': 'भैरहवा', 'type': 'LOC'}]}"
93,कबिर बुटवलबाटी  घर आउन लाग्या छ ।,Achhami Dialect,"{""entities"": [{""text"": ""कबिर"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कबिर"", ""type"": ""PER""}, {""text"": ""बुटवल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कबिर', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}]}","{'entities': [{'text': 'कबिर', 'type': 'PER'}, {'text': 'बुटवल', 'type': 'LOC'}]}"
94,सृष्टि पोखरामा नौलो  कलेजको भुमघाममा  छ।,Achhami Dialect,"{""entities"": [{""text"": ""सृष्टि"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सृष्टि"", ""type"": ""PER""}, {""text"": ""पोखरा"", ""type"": ""LOC""}, {""text"": ""नौलो कलेज"", ""type"": ""ORG""}, {""text"": ""भुमघाम"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सृष्टि', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}]}","{'entities': [{'text': 'सृष्टि', 'type': 'PER'}, {'text': 'पोखरा', 'type': 'LOC'}, {'text': 'नौलो कलेज', 'type': 'ORG'}, {'text': 'भुमघाम', 'type': 'LOC'}]}"
95,निशान्तले काठमाडौंमा भेट्न्या समय तोक्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""निशान्त"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""निशान्त"", ""type"": ""PER""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{'entities': [{'text': 'निशान्त', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}","{'entities': [{'text': 'निशान्त', 'type': 'PER'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}"
96,प्रज्ञा चितवनमा साथीहरूसित  भेट्छ ।,Achhami Dialect,"{""entities"": [{""text"": ""प्रज्ञा"", ""type"": ""PER""}, {""text"": ""चितवन"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""प्रज्ञा"", ""type"": ""PER""}, {""text"": ""चितवन"", ""type"": ""LOC""}]}","{'entities': [{'text': 'प्रज्ञा', 'type': 'PER'}, {'text': 'चितवन', 'type': 'LOC'}]}","{'entities': [{'text': 'प्रज्ञा', 'type': 'PER'}, {'text': 'चितवन', 'type': 'LOC'}]}"
97,राजु एभरेस्ट बेस क्याम्प जान्या  तरखरमा  छ।,Achhami Dialect,"{""entities"": [{""text"": ""राजु"", ""type"": ""PER""}, {""text"": ""एभरेस्ट बेस क्याम्प"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""राजु"", ""type"": ""PER""}, {""text"": ""एभरेस्ट बेस क्याम्प"", ""type"": ""LOC""}]}","{'entities': [{'text': 'राजु', 'type': 'PER'}, {'text': 'एभरेस्ट बेस क्याम्प', 'type': 'LOC'}]}","{'entities': [{'text': 'राजु', 'type': 'PER'}, {'text': 'एभरेस्ट बेस क्याम्प', 'type': 'LOC'}]}"
98,कविता कास्कीमा नौलो  होटेल जाँच गर्न गइ।,Achhami Dialect,"{""entities"": [{""text"": ""कविता"", ""type"": ""PER""}, {""text"": ""कास्की"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कास्की"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कविता', 'type': 'PER'}, {'text': 'कास्की', 'type': 'LOC'}]}","{'entities': [{'text': 'कास्की', 'type': 'LOC'}]}"
99,अमित रानीको अफिस नेपाल बैंकमा छ।,Achhami Dialect,"{""entities"": [{""text"": ""अमित"", ""type"": ""PER""}, {""text"": ""रानी"", ""type"": ""PER""}, {""text"": ""नेपाल बैंक"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""अमित"", ""type"": ""PER""}, {""text"": ""नेपाल बैंक"", ""type"": ""ORG""}]}","{'entities': [{'text': 'अमित', 'type': 'PER'}, {'text': 'रानी', 'type': 'PER'}, {'text': 'नेपाल बैंक', 'type': 'ORG'}]}","{'entities': [{'text': 'अमित', 'type': 'PER'}, {'text': 'नेपाल बैंक', 'type': 'ORG'}]}"
100,सुमन धरानमा मेडिकल सेन्टर जनुलाग्या छ ।,Achhami Dialect,"{""entities"": [{""text"": ""सुमन"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सुमन"", ""type"": ""PER""}, {""text"": ""धरान"", ""type"": ""LOC""}, {""text"": ""मेडिकल सेन्टर"", ""type"": ""ORG""}]}","{'entities': [{'text': 'सुमन', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}]}","{'entities': [{'text': 'सुमन', 'type': 'PER'}, {'text': 'धरान', 'type': 'LOC'}, {'text': 'मेडिकल सेन्टर', 'type': 'ORG'}]}"
101,राष्ट्रपति रामचन्द्र पौडेलले नौलो  आर्थिक नीति सार्वजनिक गर्याको  छ  ।,Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रपति"", ""type"": ""PER""}, {""text"": ""रामचन्द्र पौडेल"", ""type"": ""PER""}]}","{""entities"": [{""text"": ""रामचन्द्र पौडेल"", ""type"": ""PER""}]}","{'entities': [{'text': 'राष्ट्रपति', 'type': 'PER'}, {'text': 'रामचन्द्र पौडेल', 'type': 'PER'}]}","{'entities': [{'text': 'रामचन्द्र पौडेल', 'type': 'PER'}]}"
102,प्रधानमन्त्री पुष्पकमल दाहालले आपतकालीन बैठक डाक्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""प्रधानमन्त्री"", ""type"": ""PER""}, {""text"": ""पुष्पकमल दाहाल"", ""type"": ""PER""}]}","{""entities"": [{""text"": ""पुष्पकमल दाहाल"", ""type"": ""PER""}]}","{'entities': [{'text': 'प्रधानमन्त्री', 'type': 'PER'}, {'text': 'पुष्पकमल दाहाल', 'type': 'PER'}]}","{'entities': [{'text': 'पुष्पकमल दाहाल', 'type': 'PER'}]}"
103,प्रतिनिधिसभामा १५ फेब्रुअरीमा नौलो  शिक्षा विधेयक पारित भयो।,Achhami Dialect,"{""entities"": [{""text"": ""प्रतिनिधिसभा"", ""type"": ""ORG""}, {""text"": ""१५ फेब्रुअरी"", ""type"": ""DATE""}]}","{""entities"": [{""text"": ""१५ फेब्रुअरी"", ""type"": ""DATE""}]}","{'entities': [{'text': 'प्रतिनिधिसभा', 'type': 'ORG'}, {'text': '१५ फेब्रुअरी', 'type': 'DATE'}]}","{'entities': [{'text': '१५ फेब्रुअरी', 'type': 'DATE'}]}"
104,नेपाली कांग्रेसले आउन्या  स्थानीय चुनावका लागि रणनीति तयार गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाली कांग्रेस"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""नेपाली कांग्रेस"", ""type"": ""ORG""}]}","{'entities': [{'text': 'नेपाली कांग्रेस', 'type': 'ORG'}]}","{'entities': [{'text': 'नेपाली कांग्रेस', 'type': 'ORG'}]}"
105,संघीय संसदले स्वास्थ्य सेवा सुधारको योजना अनुमोदन गर्याको छ ।,Achhami Dialect,"{""entities"": [{""text"": ""संघीय संसद"", ""type"": ""ORG""}]}","{""entities"": []}","{'entities': [{'text': 'संघीय संसद', 'type': 'ORG'}]}",{'entities': []}
106,नेपाल प्रहरीले काठमाडौंमा ट्राफिक सुधार अभियान सुरु गर्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाल प्रहरी"", ""type"": ""ORG""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल प्रहरी"", ""type"": ""ORG""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल प्रहरी', 'type': 'ORG'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल प्रहरी', 'type': 'ORG'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}"
107,शिक्षा मन्त्रालयले नयाँ पाठ्यक्रम लागू  गर्न्या घोषणा गर्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""शिक्षा मन्त्रालय"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""शिक्षा मन्त्रालय"", ""type"": ""ORG""}]}","{'entities': [{'text': 'शिक्षा मन्त्रालय', 'type': 'ORG'}]}","{'entities': [{'text': 'शिक्षा मन्त्रालय', 'type': 'ORG'}]}"
108,राष्ट्रिय योजना आयोगले बजेट व्यवस्थापनको रिपोर्ट सार्वजनिक गर्याको छ ।,Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रिय योजना आयोग"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""राष्ट्रिय योजना आयोग"", ""type"": ""ORG""}]}","{'entities': [{'text': 'राष्ट्रिय योजना आयोग', 'type': 'ORG'}]}","{'entities': [{'text': 'राष्ट्रिय योजना आयोग', 'type': 'ORG'}]}"
109,सगरमाथा राष्ट्रिय निकुञ्जमा नौलो  पर्यटक सुविधा निर्माण गर्याको छ।,Achhami Dialect,"{""entities"": [{""text"": ""सगरमाथा राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""सगरमाथा राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}]}","{'entities': [{'text': 'सगरमाथा राष्ट्रिय निकुञ्ज', 'type': 'LOC'}]}","{'entities': [{'text': 'सगरमाथा राष्ट्रिय निकुञ्ज', 'type': 'LOC'}]}"
110,बुटवलमा नौलो  जलविद्युत आयोजना उद्घाटन भयो।,Achhami Dialect,"{""entities"": [{""text"": ""बुटवल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""बुटवल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'बुटवल', 'type': 'LOC'}]}","{'entities': [{'text': 'बुटवल', 'type': 'LOC'}]}"
111,भारतीय दूतावासले काठमाडौंमा नौलो  कार्यक्रम आयोजना गर्याको छ ।,Achhami Dialect,"{""entities"": [{""text"": ""भारतीय दूतावास"", ""type"": ""ORG""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""भारतीय दूतावास"", ""type"": ""ORG""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}]}","{'entities': [{'text': 'भारतीय दूतावास', 'type': 'ORG'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}","{'entities': [{'text': 'भारतीय दूतावास', 'type': 'ORG'}, {'text': 'काठमाडौं', 'type': 'LOC'}]}"
112,राष्ट्रियसभा सदस्यहरूसँग सोमबार विशेष बैठक आयोजना गर्यो ।,Achhami Dialect,"{""entities"": [{""text"": ""राष्ट्रियसभा"", ""type"": ""ORG""}, {""text"": ""सोमबार"", ""type"": ""DATE""}]}","{""entities"": [{""text"": ""सोमबार"", ""type"": ""DATE""}]}","{'entities': [{'text': 'राष्ट्रियसभा', 'type': 'ORG'}, {'text': 'सोमबार', 'type': 'DATE'}]}","{'entities': [{'text': 'सोमबार', 'type': 'DATE'}]}"
113,स्वास्थ्य मन्त्रालयले २० फेब्रुअरीदेखि खोप कार्यक्रम सुरु गर्न्या  निर्णय गर्यको छ ।,Achhami Dialect,"{""entities"": [{""text"": ""स्वास्थ्य मन्त्रालय"", ""type"": ""ORG""}, {""text"": ""२० फेब्रुअरी"", ""type"": ""DATE""}]}","{""entities"": [{""text"": ""स्वास्थ्य मन्त्रालय"", ""type"": ""ORG""}, {""text"": ""२० फेब्रुअरी"", ""type"": ""DATE""}]}","{'entities': [{'text': 'स्वास्थ्य मन्त्रालय', 'type': 'ORG'}, {'text': '२० फेब्रुअरी', 'type': 'DATE'}]}","{'entities': [{'text': 'स्वास्थ्य मन्त्रालय', 'type': 'ORG'}, {'text': '२० फेब्रुअरी', 'type': 'DATE'}]}"
